outcome,team_trophies,opp_trophies,trophy_diff,team_avg_elixir,opp_avg_elixir,elixir_diff,team_avg_level,opp_avg_level,level_diff,team_card_ids,opp_card_ids,exp_level,battle_count,hour_of_day,battle_time,player_tag,team_crowns,opp_crowns,team_deck_meta_score,opp_deck_meta_score,deck_meta_score_diff,team_underleveled_penalty,opp_underleveled_penalty,underleveled_diff,player_win_rate,trophy_diff_category
1,12734.0,12731.0,3.0,3.875,3.875,0.0,12.375,11.125,1.25,"[26000064, 26000065, 26000018, 26000039, 27000000, 28000011, 26000009, 28000000]","[26000035, 26000018, 26000020, 28000001, 28000013, 28000003, 26000025, 28000002]",70,10189,7,20260412T074149.000Z,#PJVUR9CJ,1,0,0.5,0.5,0.0,1.625,2.875,-1.25,0.68,equal
1,12704.0,12706.0,-2.0,3.875,3.625,0.25,12.375,10.625,1.75,"[26000064, 26000065, 26000018, 26000039, 27000000, 28000011, 26000009, 28000000]","[26000015, 26000074, 26000010, 26000009, 28000008, 26000023, 26000048, 28000012]",70,10189,19,20260411T194216.000Z,#PJVUR9CJ,1,0,0.5,0.5,0.0,1.625,3.375,-1.75,0.68,equal
1,12704.0,12630.0,74.0,3.25,3.625,-0.375,11.125,12.5,-1.375,"[28000004, 26000046, 26000032, 26000040, 26000041, 26000000, 27000003, 28000001]","[26000004, 26000000, 26000040, 26000017, 28000000, 27000006, 28000008, 26000030]",70,10189,19,20260411T193522.000Z,#PJVUR9CJ,3,1,0.5,0.5,0.0,2.875,1.5,1.375,0.68,higher
1,12704.0,12000.0,704.0,3.333333333333333,3.6666666666666665,-0.333333333333333,12.75,12.083333333333334,0.6666666666666661,"[26000064, 26000018, 28000008, 26000039, 28000000, 26000009, 26000084, 26000027, 27000006, 26000065, 26000103, 26000015, 27000002, 28000017, 26000001, 28000009, 27000000, 26000014, 26000010, 26000021, 28000011, 26000038, 28000014, 26000030]","[26000011, 26000064, 26000056, 26000007, 27000010, 28000009, 26000021, 26000025, 26000024, 26000015, 26000062, 26000012, 26000048, 27000006, 28000001, 26000049, 26000055, 26000004, 28000011, 26000040, 26000005, 26000010, 28000008, 26000000]",70,10189,19,20260411T193144.000Z,#PJVUR9CJ,2,1,0.5,0.5,0.0,1.25,1.9167,-0.6667000000000001,0.68,higher
0,12733.0,12741.0,-8.0,3.875,3.5,0.375,12.375,13.75,-1.375,"[26000064, 26000065, 26000018, 26000039, 27000000, 28000011, 26000009, 28000000]","[28000004, 26000000, 26000064, 26000008, 26000021, 26000041, 28000009, 26000012]",70,10189,19,20260411T191503.000Z,#PJVUR9CJ,1,2,0.5,0.5,0.0,1.625,0.25,1.375,0.68,equal
0,12762.0,12768.0,-6.0,3.875,4.125,-0.25,12.375,12.25,0.125,"[26000064, 26000065, 26000018, 26000039, 27000000, 28000011, 26000009, 28000000]","[26000055, 26000000, 26000015, 26000023, 26000006, 28000000, 27000001, 26000041]",70,10189,19,20260411T191014.000Z,#PJVUR9CJ,0,3,0.5,0.5,0.0,1.625,1.75,-0.125,0.68,equal
1,12732.0,12740.0,-8.0,3.875,4.0,-0.125,12.375,12.25,0.125,"[26000064, 26000065, 26000018, 26000039, 27000000, 28000011, 26000009, 28000000]","[26000007, 26000000, 26000062, 27000001, 26000004, 28000012, 28000026, 28000001]",70,10189,7,20260411T072753.000Z,#PJVUR9CJ,1,0,0.5,0.5,0.0,1.625,1.75,-0.125,0.68,equal
1,12702.0,12708.0,-6.0,3.875,4.375,-0.5,12.375,12.75,-0.375,"[26000064, 26000065, 26000018, 26000039, 27000000, 28000011, 26000009, 28000000]","[26000055, 26000017, 26000011, 26000018, 26000039, 26000006, 28000005, 28000001]",70,10189,7,20260411T072423.000Z,#PJVUR9CJ,3,0,0.5,0.5,0.0,1.625,1.25,0.375,0.68,equal
0,12732.0,12730.0,2.0,3.875,4.0,-0.125,12.375,11.875,0.5,"[26000064, 26000065, 26000018, 26000039, 27000000, 28000011, 26000009, 28000000]","[26000035, 26000017, 26000012, 28000001, 28000005, 26000043, 26000037, 28000004]",70,10189,7,20260411T072137.000Z,#PJVUR9CJ,1,2,0.5,0.5,0.0,1.625,2.125,-0.5,0.68,equal
1,12699.0,12738.0,-39.0,3.875,4.0,-0.125,12.375,12.625,-0.25,"[26000064, 26000065, 26000018, 26000039, 27000000, 28000011, 26000009, 28000000]","[26000055, 26000039, 26000063, 26000024, 26000021, 26000025, 28000015, 28000008]",70,10189,7,20260411T071710.000Z,#PJVUR9CJ,2,1,0.5,0.5,0.0,1.625,1.375,0.25,0.68,lower
1,12699.0,10853.0,1846.0,3.25,4.125,-0.875,11.125,11.875,-0.75,"[28000004, 26000046, 26000032, 26000040, 26000041, 26000000, 27000003, 28000001]","[27000006, 26000014, 26000011, 28000001, 28000004, 26000021, 26000016, 26000020]",70,10189,20,20260410T204413.000Z,#PJVUR9CJ,1,0,0.5,0.5,0.0,2.875,2.125,0.75,0.68,higher
1,12699.0,11983.0,716.0,3.875,3.5,0.375,11.25,10.375,0.875,"[27000006, 26000065, 26000103, 26000015, 27000002, 28000017, 26000001, 28000009]","[26000007, 26000030, 27000006, 26000059, 26000067, 26000050, 26000039, 28000000]",70,10189,20,20260410T204058.000Z,#PJVUR9CJ,1,0,0.5,0.5,0.0,2.75,3.625,-0.875,0.68,higher
1,12699.0,11071.0,1628.0,3.0625,4.1875,-1.125,13.5,10.4375,3.0625,"[26000064, 26000018, 28000008, 26000039, 28000000, 26000009, 26000084, 26000027, 27000000, 26000014, 26000010, 26000021, 28000011, 26000038, 28000014, 26000030]","[26000004, 28000007, 26000083, 27000009, 26000046, 26000045, 26000033, 28000001, 26000007, 26000014, 26000018, 28000011, 26000000, 26000024, 28000002, 28000000]",70,10189,20,20260410T203724.000Z,#PJVUR9CJ,2,0,0.5,0.5,0.0,0.5,3.5625,-3.0625,0.68,higher
0,12732.0,12695.0,37.0,3.875,3.875,0.0,12.375,13.75,-1.375,"[26000064, 26000065, 26000018, 26000039, 27000000, 28000011, 26000009, 28000000]","[26000064, 26000055, 26000049, 27000003, 28000000, 26000027, 28000008, 26000080]",70,10189,6,20260410T065800.000Z,#PJVUR9CJ,0,1,0.5,0.5,0.0,1.625,0.25,1.375,0.68,higher
1,,,,4.0,3.125,0.875,10.5,11.625,-1.125,"[26000004, 26000062, 26000064, 28000002, 26000043, 26000021, 28000011, 26000042]","[27000006, 26000002, 26000064, 26000027, 28000011, 28000003, 26000032, 26000030]",63,7409,12,20260414T125221.000Z,#2LLR9YV0C,1,0,0.5,0.5,0.0,3.5,2.375,1.125,0.6190476190476191,unknown
1,,,,4.0,3.5,0.5,10.5,11.25,-0.75,"[26000004, 26000062, 26000064, 28000002, 26000043, 26000021, 28000011, 26000042]","[26000056, 27000002, 26000069, 26000054, 26000041, 26000023, 28000000, 28000015]",63,7409,11,20260414T110123.000Z,#2LLR9YV0C,1,0,0.5,0.5,0.0,3.5,2.75,0.75,0.6190476190476191,unknown
1,,,,4.0,3.75,0.25,10.5,10.875,-0.375,"[26000004, 26000064, 26000062, 28000002, 26000043, 26000021, 28000011, 26000042]","[26000055, 28000007, 26000045, 28000006, 28000001, 26000049, 26000048, 26000067]",63,7409,17,20260412T174417.000Z,#2LLR9YV0C,2,1,0.5,0.5,0.0,3.5,3.125,0.375,0.6190476190476191,unknown
1,,,,4.0,2.75,1.25,10.5,11.375,-0.875,"[26000004, 26000064, 26000062, 28000002, 26000043, 26000021, 28000011, 26000042]","[27000006, 26000062, 26000000, 26000019, 28000012, 28000011, 26000030, 26000032]",63,7409,17,20260412T174056.000Z,#2LLR9YV0C,3,0,0.5,0.5,0.0,3.5,2.625,0.875,0.6190476190476191,unknown
1,,,,4.0,4.0,0.0,10.5,11.25,-0.75,"[26000004, 26000064, 26000062, 28000002, 26000043, 26000021, 28000011, 26000042]","[26000011, 26000000, 26000017, 26000007, 28000010, 28000001, 26000037, 26000025]",63,7409,17,20260412T173928.000Z,#2LLR9YV0C,1,0,0.5,0.5,0.0,3.5,2.75,0.75,0.6190476190476191,unknown
1,,,,4.0,2.875,1.125,10.5,11.375,-0.875,"[26000004, 26000064, 26000062, 28000002, 26000043, 26000021, 28000011, 26000042]","[26000014, 26000038, 28000015, 28000017, 26000006, 26000010, 27000004, 26000032]",63,7409,16,20260412T165043.000Z,#2LLR9YV0C,2,1,0.5,0.5,0.0,3.5,2.625,0.875,0.6190476190476191,unknown
0,,,,4.0,3.25,0.75,10.5,11.625,-1.125,"[26000004, 26000064, 26000062, 28000002, 26000043, 26000021, 28000011, 26000042]","[26000011, 26000035, 26000018, 26000021, 26000058, 26000041, 26000064, 28000011]",63,7409,19,20260411T194012.000Z,#2LLR9YV0C,0,3,0.5,0.5,0.0,3.5,2.375,1.125,0.6190476190476191,unknown
1,,,,4.0,3.25,0.75,10.5,11.25,-0.75,"[26000004, 26000064, 26000062, 28000002, 26000043, 26000021, 28000011, 26000042]","[27000013, 26000035, 26000000, 26000040, 28000008, 26000026, 27000003, 28000015]",63,7409,19,20260411T193812.000Z,#2LLR9YV0C,2,1,0.5,0.5,0.0,3.5,2.75,0.75,0.6190476190476191,unknown
0,,,,4.0,3.0,1.0,10.5,12.625,-2.125,"[26000004, 26000064, 26000062, 28000002, 26000043, 26000021, 28000011, 26000042]","[27000006, 26000000, 26000001, 27000008, 28000011, 26000084, 28000000, 26000010]",63,7409,19,20260411T193415.000Z,#2LLR9YV0C,0,1,0.5,0.5,0.0,3.5,1.375,2.125,0.6190476190476191,unknown
0,,,,4.0,2.625,1.375,10.5,13.0,-2.5,"[26000004, 26000064, 26000062, 28000002, 26000043, 26000021, 28000011, 26000042]","[27000000, 26000038, 26000014, 26000010, 26000030, 28000000, 28000011, 26000021]",63,7409,16,20260411T163316.000Z,#2LLR9YV0C,0,2,0.5,0.5,0.0,3.5,1.0,2.5,0.6190476190476191,unknown
0,12719.0,10622.0,2097.0,3.75,3.375,0.375,13.0,12.375,0.625,"[26000027, 26000014, 26000084, 28000008, 26000024, 26000047, 26000040, 26000041]","[26000012, 26000000, 26000011, 26000057, 26000015, 26000013, 26000046, 26000036]",63,7409,20,20260410T205855.000Z,#2LLR9YV0C,0,3,0.5,0.5,0.0,1.0,1.625,-0.625,0.6190476190476191,higher
0,12719.0,12534.0,185.0,4.0,3.625,0.375,11.25,11.875,-0.625,"[26000064, 26000004, 26000021, 28000002, 26000043, 26000062, 28000011, 26000042]","[26000024, 26000002, 26000044, 28000000, 27000010, 26000042, 26000061, 28000011]",63,7409,20,20260410T205537.000Z,#2LLR9YV0C,0,1,0.5,0.5,0.0,2.75,2.125,0.625,0.6190476190476191,higher
1,,,,4.0,4.125,-0.125,10.5,12.125,-1.625,"[26000004, 26000064, 26000062, 28000002, 26000043, 26000021, 28000011, 26000042]","[26000047, 26000074, 27000012, 26000057, 26000059, 28000001, 28000015, 26000052]",63,7409,20,20260410T205141.000Z,#2LLR9YV0C,1,0,0.5,0.5,0.0,3.5,1.875,1.625,0.6190476190476191,unknown
1,,,,4.0,3.5,0.5,10.5,10.25,0.25,"[26000004, 26000064, 26000062, 28000002, 26000043, 26000021, 28000011, 26000042]","[26000008, 26000014, 26000065, 28000002, 26000006, 27000007, 28000011, 28000006]",63,7409,20,20260410T204813.000Z,#2LLR9YV0C,2,1,0.5,0.5,0.0,3.5,3.75,-0.25,0.6190476190476191,unknown
0,,,,4.0,3.375,0.625,10.5,11.25,-0.75,"[26000004, 26000064, 26000062, 28000002, 26000043, 26000021, 28000011, 26000042]","[26000024, 26000018, 26000044, 28000007, 26000084, 26000010, 26000061, 28000011]",63,7409,6,20260410T061126.000Z,#2LLR9YV0C,0,3,0.5,0.5,0.0,3.5,2.75,0.75,0.6190476190476191,unknown
0,12719.0,12530.0,189.0,4.0,4.375,-0.375,11.25,11.625,-0.375,"[26000064, 26000004, 26000021, 28000002, 26000043, 26000062, 28000011, 26000042]","[26000017, 26000018, 26000055, 28000001, 26000033, 28000004, 26000041, 26000042]",63,7409,2,20260410T022826.000Z,#2LLR9YV0C,0,1,0.5,0.5,0.0,2.75,2.375,0.375,0.6190476190476191,higher
1,,,,4.0,3.375,0.625,10.5,10.875,-0.375,"[26000004, 26000064, 26000062, 28000002, 26000043, 26000021, 28000011, 26000042]","[26000064, 26000058, 26000069, 26000041, 27000003, 27000013, 28000011, 28000000]",63,7409,2,20260410T022326.000Z,#2LLR9YV0C,2,1,0.5,0.5,0.0,3.5,3.125,0.375,0.6190476190476191,unknown
1,,,,4.0,3.75,0.25,10.5,11.0,-0.5,"[26000004, 26000064, 26000062, 28000002, 26000043, 26000021, 28000011, 26000042]","[26000004, 26000018, 26000074, 26000049, 26000021, 26000042, 28000026, 28000008]",63,7409,20,20260408T205746.000Z,#2LLR9YV0C,3,1,0.5,0.5,0.0,3.5,3.0,0.5,0.6190476190476191,unknown
1,,,,4.0,3.0,1.0,10.5,13.5,-3.0,"[26000004, 26000064, 26000062, 28000002, 26000043, 26000021, 28000011, 26000042]","[27000006, 26000000, 26000001, 26000084, 28000000, 26000010, 27000008, 28000015]",63,7409,11,20260405T115134.000Z,#2LLR9YV0C,1,0,0.5,0.5,0.0,3.5,0.5,3.0,0.6190476190476191,unknown
1,12719.0,12198.0,521.0,4.0,4.125,-0.125,11.125,10.25,0.875,"[26000064, 26000004, 26000021, 28000002, 26000043, 26000062, 28000011, 26000042]","[27000010, 26000069, 26000045, 26000026, 26000015, 26000019, 26000004, 26000021]",63,7409,11,20260405T114601.000Z,#2LLR9YV0C,3,1,0.5,0.5,0.0,2.875,3.75,-0.875,0.6190476190476191,higher
0,12719.0,10012.0,2707.0,3.75,3.625,0.125,13.0,11.75,1.25,"[26000027, 26000014, 26000084, 28000008, 26000024, 26000047, 26000040, 26000041]","[26000055, 26000000, 26000037, 28000000, 26000040, 26000012, 28000008, 26000064]",63,7409,8,20260404T083745.000Z,#2LLR9YV0C,0,3,0.5,0.5,0.0,1.0,2.25,-1.25,0.6190476190476191,higher
1,,,,3.5,3.875,-0.375,10.25,10.5,-0.25,"[26000024, 26000077, 26000044, 28000011, 26000061, 28000000, 26000025, 26000084]","[26000055, 26000072, 26000058, 26000037, 26000016, 26000102, 28000001, 27000000]",64,4900,11,20260414T110643.000Z,#YVP8L2GUC,1,0,0.5,0.5,0.0,3.75,3.5,0.25,0.64,unknown
1,,,,3.5,2.875,0.625,10.25,12.0,-1.75,"[26000024, 26000077, 26000044, 28000011, 26000061, 28000000, 26000025, 26000084]","[26000014, 28000015, 26000010, 28000017, 26000032, 26000038, 26000006, 27000004]",64,4900,11,20260414T110215.000Z,#YVP8L2GUC,1,0,0.5,0.5,0.0,3.75,2.0,1.75,0.64,unknown
1,,,,3.5,3.25,0.25,10.25,10.875,-0.625,"[26000024, 26000077, 26000044, 28000011, 26000061, 28000000, 26000025, 26000084]","[26000010, 26000000, 27000012, 28000010, 28000009, 26000023, 28000015, 26000015]",64,4900,10,20260414T105823.000Z,#YVP8L2GUC,1,0,0.5,0.5,0.0,3.75,3.125,0.625,0.64,unknown
0,2.0,2.0,0.0,3.375,3.75,-0.375,6.875,7.25,-0.375,"[28000001, 28000009, 26000025, 26000030, 26000042, 26000000, 26000060, 26000093]","[28000007, 26000039, 26000046, 26000063, 26000031, 26000054, 28000002, 26000008]",64,4900,18,20260412T180603.000Z,#YVP8L2GUC,0,1,0.5,0.5,0.0,7.125,6.75,0.375,0.64,equal
0,2.0,2.0,0.0,3.875,3.75,0.125,8.875,7.0,1.875,"[28000009, 26000010, 26000000, 26000005, 28000002, 27000006, 26000028, 26000054]","[26000103, 26000030, 26000018, 28000025, 27000004, 26000080, 28000015, 28000004]",64,4900,17,20260412T175741.000Z,#YVP8L2GUC,0,1,0.5,0.5,0.0,5.125,7.0,-1.875,0.64,equal
1,1.0,1.0,0.0,3.625,3.5,0.125,8.625,8.25,0.375,"[28000001, 28000009, 26000053, 26000030, 26000087, 26000011, 26000021, 27000004]","[26000103, 28000017, 26000034, 27000000, 26000049, 26000102, 28000026, 26000003]",64,4900,17,20260412T175124.000Z,#YVP8L2GUC,2,0,0.5,0.5,0.0,5.375,5.75,-0.375,0.64,equal
1,,,,3.375,3.375,0.0,6.875,9.125,-2.25,"[28000015, 28000009, 26000010, 26000077, 26000045, 26000032, 26000056, 27000006]","[28000000, 26000062, 26000000, 28000001, 26000064, 26000053, 26000084, 27000013]",64,4900,17,20260412T174557.000Z,#YVP8L2GUC,1,0,0.5,0.5,0.0,7.125,4.875,2.25,0.64,unknown
0,,,,3.5,3.875,-0.375,10.25,11.5,-1.25,"[26000024, 26000077, 26000044, 28000011, 26000061, 28000000, 26000025, 26000084]","[26000056, 26000069, 26000012, 26000040, 26000055, 28000000, 27000002, 26000041]",64,4900,15,20260412T151107.000Z,#YVP8L2GUC,0,1,0.5,0.5,0.0,3.75,2.5,1.25,0.64,unknown
0,,,,3.75,3.0,0.75,9.875,12.875,-3.0,"[26000024, 26000077, 26000044, 28000011, 26000061, 28000007, 26000025, 26000084]","[26000010, 26000000, 26000040, 27000003, 26000041, 26000026, 28000001, 28000004]",64,4900,11,20260412T110947.000Z,#YVP8L2GUC,0,1,0.5,0.5,0.0,4.125,1.125,3.0,0.64,unknown
1,,,,3.75,3.25,0.5,9.875,11.125,-1.25,"[26000024, 26000077, 26000044, 28000011, 26000061, 28000007, 26000025, 26000084]","[26000011, 26000062, 26000007, 26000021, 27000000, 26000010, 28000014, 28000011]",64,4900,11,20260412T110507.000Z,#YVP8L2GUC,1,0,0.5,0.5,0.0,4.125,2.875,1.25,0.64,unknown
1,,,,3.75,2.75,1.0,9.875,13.875,-4.0,"[26000024, 26000077, 26000044, 28000011, 26000061, 28000007, 26000025, 26000084]","[26000064, 26000000, 27000006, 26000010, 27000013, 26000030, 28000017, 28000000]",64,4900,11,20260412T110142.000Z,#YVP8L2GUC,1,0,0.5,0.5,0.0,4.125,0.125,4.0,0.64,unknown
1,,,,3.75,3.75,0.0,9.875,11.625,-1.75,"[26000024, 26000077, 26000044, 28000011, 26000061, 28000007, 26000025, 26000084]","[26000055, 26000000, 26000037, 26000018, 28000001, 26000021, 28000002, 26000040]",64,4900,10,20260412T105756.000Z,#YVP8L2GUC,1,0,0.5,0.5,0.0,4.125,2.375,1.75,0.64,unknown
0,,,,3.5,4.125,-0.625,10.25,11.25,-1.0,"[26000024, 26000077, 26000044, 28000011, 26000061, 28000000, 26000025, 26000084]","[26000037, 26000006, 26000011, 26000029, 26000080, 28000000, 28000008, 26000025]",64,4900,10,20260412T105431.000Z,#YVP8L2GUC,0,3,0.5,0.5,0.0,3.75,2.75,1.0,0.64,unknown
1,,,,3.5,3.375,0.125,10.25,10.625,-0.375,"[26000024, 26000077, 26000044, 28000011, 26000061, 28000000, 26000025, 26000084]","[26000064, 26000074, 26000003, 28000006, 26000007, 28000001, 26000012, 26000037]",64,4900,10,20260412T105130.000Z,#YVP8L2GUC,3,0,0.5,0.5,0.0,3.75,3.375,0.375,0.64,unknown
1,,,,3.5,3.875,-0.375,10.25,13.375,-3.125,"[26000024, 26000077, 26000044, 28000011, 26000061, 28000000, 26000025, 26000084]","[26000036, 26000007, 26000017, 27000010, 26000067, 26000049, 26000056, 26000022]",64,4900,10,20260412T104825.000Z,#YVP8L2GUC,3,0,0.5,0.5,0.0,3.75,0.625,3.125,0.64,unknown
1,,,,3.5,3.875,-0.375,10.25,9.625,0.625,"[26000024, 26000077, 26000044, 28000011, 26000061, 28000000, 26000025, 26000084]","[28000008, 26000062, 26000036, 28000000, 26000004, 26000046, 26000050, 26000042]",64,4900,10,20260412T104457.000Z,#YVP8L2GUC,2,0,0.5,0.5,0.0,3.75,4.375,-0.625,0.64,unknown
0,,,,3.5,3.875,-0.375,10.25,11.25,-1.0,"[26000024, 26000077, 26000044, 28000011, 26000061, 28000000, 26000025, 26000084]","[26000012, 26000006, 26000011, 26000005, 26000035, 26000059, 26000042, 28000001]",64,4900,10,20260412T104139.000Z,#YVP8L2GUC,1,2,0.5,0.5,0.0,3.75,2.75,1.0,0.64,unknown
1,,,,3.5,3.75,-0.25,10.25,11.625,-1.375,"[26000024, 26000077, 26000044, 28000011, 26000061, 28000000, 26000025, 26000084]","[26000007, 26000000, 27000012, 26000062, 28000000, 26000041, 26000021, 26000032]",64,4900,10,20260412T102822.000Z,#YVP8L2GUC,1,0,0.5,0.5,0.0,3.75,2.375,1.375,0.64,unknown
0,,,,3.5,4.0,-0.5,10.25,9.25,1.0,"[26000024, 26000077, 26000044, 28000011, 26000061, 28000000, 26000025, 26000084]","[26000004, 26000006, 26000015, 26000035, 28000005, 28000015, 26000023, 28000012]",64,4900,11,20260411T113352.000Z,#YVP8L2GUC,1,3,0.5,0.5,0.0,3.75,4.75,-1.0,0.64,unknown
1,,,,3.5,4.5,-1.0,10.25,10.125,0.125,"[26000024, 26000077, 26000044, 28000011, 26000061, 28000000, 26000025, 26000084]","[26000037, 26000077, 26000063, 26000014, 26000016, 26000034, 26000021, 26000018]",64,4900,11,20260411T113017.000Z,#YVP8L2GUC,1,0,0.5,0.5,0.0,3.75,3.875,-0.125,0.64,unknown
1,,,,3.5,3.5,0.0,10.25,10.125,0.125,"[26000024, 26000077, 26000044, 28000011, 26000061, 28000000, 26000025, 26000084]","[27000012, 28000015, 26000000, 26000023, 28000009, 28000010, 28000012, 26000015]",64,4900,11,20260411T112636.000Z,#YVP8L2GUC,1,0,0.5,0.5,0.0,3.75,3.875,-0.125,0.64,unknown
0,,,,3.5,4.625,-1.125,10.25,11.25,-1.0,"[26000024, 26000077, 26000044, 28000011, 26000061, 28000000, 26000025, 26000084]","[26000055, 26000017, 26000007, 28000005, 26000051, 26000064, 27000006, 26000011]",64,4900,11,20260411T112140.000Z,#YVP8L2GUC,0,1,0.5,0.5,0.0,3.75,2.75,1.0,0.64,unknown
0,,,,3.5,3.875,-0.375,10.25,11.5,-1.25,"[26000024, 26000077, 26000044, 28000011, 26000061, 28000000, 26000025, 26000084]","[26000055, 26000026, 26000011, 27000000, 26000042, 26000021, 26000005, 28000001]",64,4900,18,20260410T182426.000Z,#YVP8L2GUC,0,1,0.5,0.5,0.0,3.75,2.5,1.25,0.64,unknown
1,,,,3.5,3.625,-0.125,10.25,12.875,-2.625,"[26000024, 26000077, 26000044, 28000011, 26000061, 28000000, 26000025, 26000084]","[26000024, 26000017, 26000018, 26000040, 26000034, 28000012, 26000010, 28000008]",64,4900,18,20260410T181845.000Z,#YVP8L2GUC,1,0,0.5,0.5,0.0,3.75,1.125,2.625,0.64,unknown
1,,,,3.5,2.625,0.875,10.25,13.125,-2.875,"[26000024, 26000077, 26000044, 28000011, 26000061, 28000000, 26000025, 26000084]","[28000004, 26000000, 26000064, 26000041, 26000040, 26000030, 28000011, 27000000]",64,4900,12,20260410T121008.000Z,#YVP8L2GUC,1,0,0.5,0.5,0.0,3.75,0.875,2.875,0.64,unknown
0,12623.0,12598.0,25.0,3.875,3.75,0.125,11.75,11.375,0.375,"[26000055, 26000049, 26000011, 26000007, 27000009, 28000001, 26000012, 26000042]","[26000055, 26000072, 26000058, 26000016, 28000008, 28000001, 26000041, 26000046]",60,7917,16,20260406T161435.000Z,#P288CRG90,0,1,0.5,0.5,0.0,2.25,2.625,-0.375,0.48,higher
1,12591.0,12617.0,-26.0,3.875,3.625,0.25,11.75,12.25,-0.5,"[26000055, 26000049, 26000011, 26000007, 27000009, 28000001, 26000012, 26000042]","[26000055, 26000049, 26000007, 26000058, 28000008, 28000001, 26000016, 26000012]",60,7917,16,20260406T161050.000Z,#P288CRG90,1,0,0.5,0.5,0.0,2.25,1.75,0.5,0.48,lower
1,12561.0,12564.0,-3.0,3.875,3.75,0.125,11.75,10.125,1.625,"[26000055, 26000049, 26000011, 26000007, 27000009, 28000001, 26000012, 26000042]","[26000012, 26000003, 26000035, 26000063, 26000037, 26000083, 28000006, 26000059]",60,7917,16,20260406T160717.000Z,#P288CRG90,3,0,0.5,0.5,0.0,2.25,3.875,-1.625,0.48,equal
0,12590.0,12598.0,-8.0,3.875,3.5,0.375,11.75,14.0,-2.25,"[26000055, 26000049, 26000011, 26000007, 27000009, 28000001, 26000012, 26000042]","[26000000, 26000014, 26000064, 26000012, 26000021, 26000018, 28000000, 28000001]",60,7917,22,20260403T221719.000Z,#P288CRG90,0,1,0.5,0.5,0.0,2.25,0.0,2.25,0.48,equal
1,12560.0,12560.0,0.0,3.875,2.75,1.125,11.75,13.75,-2.0,"[26000055, 26000049, 26000011, 26000007, 27000009, 28000001, 26000012, 26000042]","[26000040, 26000000, 28000004, 27000006, 28000011, 26000030, 26000041, 28000001]",60,7917,22,20260403T221340.000Z,#P288CRG90,1,0,0.5,0.5,0.0,2.25,0.25,2.0,0.48,equal
1,12530.0,12531.0,-1.0,3.875,3.875,0.0,11.75,12.5,-0.75,"[26000055, 26000049, 26000011, 26000007, 27000009, 28000001, 26000012, 26000042]","[26000064, 26000062, 26000007, 26000011, 28000018, 26000034, 26000012, 28000000]",60,7917,22,20260403T221014.000Z,#P288CRG90,1,0,0.5,0.5,0.0,2.25,1.5,0.75,0.48,equal
1,12500.0,12500.0,0.0,3.875,3.75,0.125,11.75,11.875,-0.125,"[26000055, 26000049, 26000011, 26000007, 27000009, 28000001, 26000012, 26000042]","[26000013, 26000018, 26000049, 27000010, 26000085, 26000042, 28000026, 26000035]",60,7917,22,20260403T220648.000Z,#P288CRG90,2,0,0.5,0.5,0.0,2.25,2.125,0.125,0.48,equal
0,12500.0,12500.0,0.0,3.875,4.375,-0.5,11.75,11.875,-0.125,"[26000055, 26000049, 26000011, 26000007, 27000009, 28000001, 26000012, 26000042]","[26000055, 26000017, 26000062, 26000004, 28000001, 28000008, 26000018, 28000004]",60,7917,18,20260401T184051.000Z,#P288CRG90,0,1,0.5,0.5,0.0,2.25,2.125,0.125,0.48,equal
0,12524.0,12527.0,-3.0,3.875,4.0,-0.125,11.75,11.125,0.625,"[26000055, 26000049, 26000011, 26000007, 27000009, 28000001, 26000012, 26000042]","[26000007, 26000103, 26000064, 26000011, 28000015, 27000009, 26000015, 26000051]",60,7917,8,20260401T082441.000Z,#P288CRG90,0,3,0.5,0.5,0.0,2.25,2.875,-0.625,0.48,equal
0,12554.0,12554.0,0.0,3.875,3.875,0.0,11.75,13.0,-1.25,"[26000055, 26000049, 26000011, 26000007, 27000009, 28000001, 26000012, 26000042]","[26000017, 26000012, 26000064, 28000005, 26000034, 26000018, 26000059, 26000049]",60,7917,8,20260401T082158.000Z,#P288CRG90,0,3,0.5,0.5,0.0,2.25,1.0,1.25,0.48,equal
0,12585.0,12564.0,21.0,3.875,3.625,0.25,11.75,11.0,0.75,"[26000055, 26000049, 26000011, 26000007, 27000009, 28000001, 26000012, 26000042]","[27000010, 26000011, 28000009, 26000021, 26000026, 26000050, 28000004, 26000037]",60,7917,6,20260401T062317.000Z,#P288CRG90,1,2,0.5,0.5,0.0,2.25,3.0,-0.75,0.48,higher
0,12617.0,12587.0,30.0,3.875,4.0,-0.125,11.75,12.25,-0.5,"[26000055, 26000049, 26000011, 26000007, 27000009, 28000001, 26000012, 26000042]","[26000008, 26000063, 26000048, 26000067, 26000068, 28000001, 28000002, 28000007]",60,7917,6,20260401T061922.000Z,#P288CRG90,0,1,0.5,0.5,0.0,2.25,1.75,0.5,0.48,higher
1,12587.0,12591.0,-4.0,3.875,4.375,-0.5,11.75,13.25,-1.5,"[26000055, 26000049, 26000011, 26000007, 27000009, 28000001, 26000012, 26000042]","[26000011, 26000062, 27000012, 28000007, 26000085, 27000006, 26000064, 28000001]",60,7917,6,20260401T061612.000Z,#P288CRG90,3,0,0.5,0.5,0.0,2.25,0.75,1.5,0.48,equal
